"ID";"LorriesAndRoadTractors";"YearsOfConstruction";"Periods";"TotalKilometresInTheNetherlands_1";"KilometresByDutchVehicles_2";"KilometresByForeignVehicles_3";"TotalKilometresByDutchVehicles_4";"KilometresInTheNetherlands_5";"KilometresAbroad_6";"TotalAverageAnnualKilometres_7";"AverageAnnualKilometresInNetherlands_8";"AverageAnnualKilometresAbroad_9";"DutchGoodsVehiclesInUse_10"
"1168";"A028272";"A044283";"2017JJ00";"    14.8";"    13.9";"     0.8";"    16.6";"    13.9";"     2.7";"   31081";"   26015";"    5066";"     535"
"1169";"A028272";"A044283";"2018JJ00";"    14.8";"    14.1";"     0.8";"    16.6";"    14.1";"     2.5";"   29772";"   25276";"    4496";"     557"
"1170";"A028272";"A044284";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1171";"A028272";"A044284";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1172";"A028272";"A044284";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1173";"A028272";"A044284";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1174";"A028272";"A044284";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1175";"A028272";"A044284";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1176";"A028272";"A044284";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1177";"A028272";"A044284";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1178";"A028272";"A044284";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1179";"A028272";"A044284";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1180";"A028272";"A044284";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1181";"A028272";"A044284";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1182";"A028272";"A044284";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1183";"A028272";"A044284";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1184";"A028272";"A044284";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"1185";"A028272";"A044284";"2016JJ00";"     7.7";"     7.6";"     0.1";"     7.9";"     7.6";"     0.2";"   14592";"   14169";"     423";"     539"
"1186";"A028272";"A044284";"2017JJ00";"    16.1";"    15.8";"     0.3";"    16.7";"    15.8";"     0.8";"   32206";"   30628";"    1578";"     517"
"1187";"A028272";"A044284";"2018JJ00";"    15.3";"    14.6";"     0.7";"    16.8";"    14.6";"     2.2";"   32452";"   28136";"    4316";"     518"
"1188";"A028272";"A044285";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1189";"A028272";"A044285";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1190";"A028272";"A044285";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1191";"A028272";"A044285";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1192";"A028272";"A044285";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1193";"A028272";"A044285";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1194";"A028272";"A044285";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1195";"A028272";"A044285";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1196";"A028272";"A044285";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1197";"A028272";"A044285";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1198";"A028272";"A044285";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1199";"A028272";"A044285";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1200";"A028272";"A044285";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1201";"A028272";"A044285";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1202";"A028272";"A044285";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"1203";"A028272";"A044285";"2016JJ00";"";"";"";"";"";"";"";"";"";""
"1204";"A028272";"A044285";"2017JJ00";"     6.1";"     5.8";"     0.3";"     6.7";"     5.8";"     0.8";"   15042";"   13146";"    1895";"     443"
"1205";"A028272";"A044285";"2018JJ00";"    12.4";"    12.3";"     0.2";"    12.9";"    12.3";"     0.6";"   30357";"   28900";"    1457";"     424"
"1206";"A028272";"A044286";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1207";"A028272";"A044286";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1208";"A028272";"A044286";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1209";"A028272";"A044286";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1210";"A028272";"A044286";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1211";"A028272";"A044286";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1212";"A028272";"A044286";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1213";"A028272";"A044286";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1214";"A028272";"A044286";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1215";"A028272";"A044286";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1216";"A028272";"A044286";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1217";"A028272";"A044286";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1218";"A028272";"A044286";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1219";"A028272";"A044286";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1220";"A028272";"A044286";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"1221";"A028272";"A044286";"2016JJ00";"";"";"";"";"";"";"";"";"";""
"1222";"A028272";"A044286";"2017JJ00";"";"";"";"";"";"";"";"";"";""
"1223";"A028272";"A044286";"2018JJ00";"     6.3";"     6.0";"     0.3";"     6.9";"     6.0";"     0.9";"   14495";"   12640";"    1855";"     477"
"1224";"A028273";"T001378";"2001JJ00";"  1579.1";"  1540.8";"    38.2";"  1795.9";"  1540.8";"   255.1";"   40893";"   35085";"    5808";"   43917"
"1225";"A028273";"T001378";"2002JJ00";"  1481.6";"  1445.5";"    36.1";"  1684.3";"  1445.5";"   238.8";"   39381";"   33797";"    5584";"   42769"
"1226";"A028273";"T001378";"2003JJ00";"  1404.0";"  1370.9";"    33.1";"  1597.4";"  1370.9";"   226.4";"   39158";"   33607";"    5551";"   40792"
"1227";"A028273";"T001378";"2004JJ00";"  1346.5";"  1312.7";"    33.8";"  1529.7";"  1312.7";"   216.9";"   38910";"   33392";"    5518";"   39312"
"1228";"A028273";"T001378";"2005JJ00";"  1293.0";"  1258.6";"    34.4";"  1466.8";"  1258.6";"   208.2";"   38732";"   33233";"    5499";"   37872"
"1229";"A028273";"T001378";"2006JJ00";"  1252.9";"  1216.4";"    36.5";"  1417.9";"  1216.4";"   201.5";"   37655";"   32304";"    5352";"   37655"
"1230";"A028273";"T001378";"2007JJ00";"  1236.9";"  1197.4";"    39.5";"  1401.1";"  1197.4";"   203.6";"   36923";"   31556";"    5367";"   37946"
"1231";"A028273";"T001378";"2008JJ00";"  1213.1";"  1176.0";"    37.1";"  1361.5";"  1176.0";"   185.4";"   35674";"   30816";"    4859";"   38163"
"1232";"A028273";"T001378";"2009JJ00";"  1157.0";"  1121.6";"    35.4";"  1292.4";"  1121.6";"   170.9";"   34517";"   29954";"    4563";"   37443"
"1233";"A028273";"T001378";"2010JJ00";"  1104.6";"  1071.2";"    33.4";"  1227.4";"  1071.2";"   156.1";"   33884";"   29573";"    4311";"   36223"
"1234";"A028273";"T001378";"2011JJ00";"  1052.1";"  1014.1";"    38.0";"  1201.5";"  1014.1";"   187.4";"   34233";"   28893";"    5340";"   35098"
"1235";"A028273";"T001378";"2012JJ00";"  1018.0";"   983.4";"    34.6";"  1145.4";"   983.4";"   162.0";"   33779";"   29001";"    4778";"   33909"
"1236";"A028273";"T001378";"2013JJ00";"   935.5";"   895.5";"    40.1";"  1089.8";"   895.5";"   194.4";"   33079";"   27180";"    5899";"   32946"
"1237";"A028273";"T001378";"2014JJ00";"   898.0";"   856.0";"    42.0";"  1050.2";"   856.0";"   194.3";"   33158";"   27024";"    6133";"   31674"
"1238";"A028273";"T001378";"2015JJ00";"   903.3";"   865.7";"    37.6";"  1017.1";"   865.7";"   151.4";"   33088";"   28164";"    4924";"   30739"
"1239";"A028273";"T001378";"2016JJ00";"   912.2";"   875.1";"    37.2";"  1003.0";"   875.1";"   127.9";"   32928";"   28729";"    4200";"   30460"
"1240";"A028273";"T001378";"2017JJ00";"   902.7";"   869.0";"    33.7";"   978.4";"   869.0";"   109.3";"   32228";"   28627";"    3601";"   30358"
"1241";"A028273";"T001378";"2018JJ00";"   856.0";"   811.8";"    44.2";"   955.6";"   811.8";"   143.8";"   31334";"   26617";"    4717";"   30497"
"1242";"A028273";"A048264";"2001JJ00";"  1288.7";"  1257.4";"    31.3";"  1466.4";"  1257.4";"   208.9";"   38588";"   33090";"    5498";"   38000"
"1243";"A028273";"A048264";"2002JJ00";"  1039.1";"  1013.6";"    25.5";"  1182.1";"  1013.6";"   168.5";"   34191";"   29317";"    4874";"   34573"
"1244";"A028273";"A048264";"2003JJ00";"   854.5";"   834.2";"    20.3";"   973.2";"   834.2";"   139.1";"   31660";"   27136";"    4524";"   30740"
"1245";"A028273";"A048264";"2004JJ00";"   707.7";"   689.7";"    18.0";"   805.2";"   689.7";"   115.5";"   29165";"   24982";"    4183";"   27610"
"1246";"A028273";"A048264";"2005JJ00";"   583.3";"   567.5";"    15.8";"   663.2";"   567.5";"    95.7";"   27126";"   23211";"    3916";"   24450"
"1247";"A028273";"A048264";"2006JJ00";"   480.0";"   465.6";"    14.4";"   544.9";"   465.6";"    79.3";"   24767";"   21163";"    3604";"   22003"
"1248";"A028273";"A048264";"2007JJ00";"   404.5";"   395.3";"     9.2";"   442.7";"   395.3";"    47.4";"   22047";"   19689";"    2358";"   20079"
"1249";"A028273";"A048264";"2008JJ00";"   323.7";"   316.4";"     7.2";"   352.6";"   316.4";"    36.2";"   19292";"   17314";"    1978";"   18277"
"1250";"A028273";"A048264";"2009JJ00";"   235.1";"   229.2";"     5.9";"   257.6";"   229.2";"    28.3";"   15912";"   14161";"    1750";"   16186"
"1251";"A028273";"A048264";"2010JJ00";"   176.1";"   172.4";"     3.7";"   189.7";"   172.4";"    17.2";"   13135";"   11941";"    1194";"   14441"
"1252";"A028273";"A048264";"2011JJ00";"   131.8";"   127.6";"     4.2";"   148.4";"   127.6";"    20.8";"   11587";"    9960";"    1627";"   12807"
"1253";"A028273";"A048264";"2012JJ00";"    98.2";"    94.7";"     3.5";"   111.3";"    94.7";"    16.6";"    9913";"    8434";"    1479";"   11227"
"1254";"A028273";"A048264";"2013JJ00";"    76.4";"    74.4";"     2.0";"    84.0";"    74.4";"     9.7";"    8520";"    7541";"     980";"    9864"
"1255";"A028273";"A048264";"2014JJ00";"    57.8";"    54.9";"     2.9";"    68.2";"    54.9";"    13.2";"    7660";"    6174";"    1486";"    8899"
"1256";"A028273";"A048264";"2015JJ00";"    49.1";"    46.8";"     2.4";"    56.3";"    46.8";"     9.5";"    7095";"    5896";"    1199";"    7933"
"1257";"A028273";"A048264";"2016JJ00";"    42.8";"    41.4";"     1.4";"    46.2";"    41.4";"     4.8";"    6399";"    5734";"     666";"    7220"
"1258";"A028273";"A048264";"2017JJ00";"    35.8";"    34.9";"     0.9";"    37.9";"    34.9";"     3.0";"    5668";"    5220";"     448";"    6689"
"1259";"A028273";"A048264";"2018JJ00";"    28.1";"    26.6";"     1.6";"    31.7";"    26.6";"     5.1";"    5144";"    4316";"     828";"    6157"
"1260";"A028273";"A048265";"2001JJ00";"   290.3";"   283.4";"     6.9";"   329.5";"   283.4";"    46.1";"   55698";"   47900";"    7798";"    5917"
"1261";"A028273";"A048265";"2002JJ00";"   442.5";"   431.9";"    10.6";"   502.2";"   431.9";"    70.3";"   61273";"   52694";"    8578";"    8196"
"1262";"A028273";"A048265";"2003JJ00";"   549.5";"   536.7";"    12.8";"   624.1";"   536.7";"    87.4";"   62091";"   53398";"    8693";"   10052"
"1263";"A028273";"A048265";"2004JJ00";"   638.8";"   623.0";"    15.8";"   724.4";"   623.0";"   101.4";"   61902";"   53236";"    8666";"   11702"
"1264";"A028273";"A048265";"2005JJ00";"   644.0";"   627.2";"    16.8";"   729.3";"   627.2";"   102.1";"   63698";"   54780";"    8918";"   11449"
"1265";"A028273";"A048265";"2006JJ00";"   589.4";"   572.6";"    16.9";"   665.8";"   572.6";"    93.2";"   59947";"   51554";"    8393";"   11106"
"1266";"A028273";"A048265";"2007JJ00";"   526.3";"   509.0";"    17.3";"   598.1";"   509.0";"    89.1";"   55164";"   46948";"    8216";"   10842"
"1267";"A028273";"A048265";"2008JJ00";"   460.9";"   447.1";"    13.7";"   515.8";"   447.1";"    68.6";"   50213";"   43530";"    6683";"   10272"
"1268";"A028273";"A048265";"2009JJ00";"   388.6";"   377.7";"    10.9";"   430.4";"   377.7";"    52.8";"   44253";"   38825";"    5428";"    9727"
"1269";"A028273";"A048265";"2010JJ00";"   325.9";"   319.7";"     6.2";"   348.7";"   319.7";"    29.1";"   39491";"   36202";"    3290";"    8831"
"1270";"A028273";"A048265";"2011JJ00";"   254.4";"   246.3";"     8.1";"   286.4";"   246.3";"    40.1";"   36352";"   31257";"    5095";"    7879"
"1271";"A028273";"A048265";"2012JJ00";"   193.8";"   187.3";"     6.6";"   218.0";"   187.3";"    30.8";"   31175";"   26772";"    4402";"    6994"
"1272";"A028273";"A048265";"2013JJ00";"   146.6";"   142.2";"     4.4";"   163.6";"   142.2";"    21.4";"   26648";"   23156";"    3492";"    6140"
"1273";"A028273";"A048265";"2014JJ00";"   105.2";"   100.0";"     5.2";"   124.1";"   100.0";"    24.1";"   23389";"   18852";"    4538";"    5304"
"1274";"A028273";"A048265";"2015JJ00";"    85.9";"    81.7";"     4.1";"    98.3";"    81.7";"    16.6";"   20937";"   17398";"    3538";"    4697"
"1275";"A028273";"A048265";"2016JJ00";"    73.4";"    71.0";"     2.4";"    79.3";"    71.0";"     8.2";"   18782";"   16829";"    1953";"    4222"
"1276";"A028273";"A048265";"2017JJ00";"    59.8";"    58.3";"     1.5";"    63.3";"    58.3";"     5.0";"   16535";"   15229";"    1306";"    3828"
"1277";"A028273";"A048265";"2018JJ00";"    44.0";"    41.5";"     2.5";"    49.5";"    41.5";"     8.0";"   14377";"   12062";"    2315";"    3442"
"1278";"A028273";"A044273";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1279";"A028273";"A044273";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1280";"A028273";"A044273";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1281";"A028273";"A044273";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1282";"A028273";"A044273";"2005JJ00";"    65.6";"    63.9";"     1.7";"    74.3";"    63.9";"    10.4";"   37679";"   32404";"    5275";"    1973"
"1283";"A028273";"A044273";"2006JJ00";"   114.3";"   111.1";"     3.3";"   129.2";"   111.1";"    18.1";"   66691";"   57355";"    9337";"    1937"
"1284";"A028273";"A044273";"2007JJ00";"   106.6";"   102.2";"     4.3";"   124.7";"   102.2";"    22.4";"   64020";"   52496";"   11524";"    1947"
"1285";"A028273";"A044273";"2008JJ00";"   101.1";"    97.7";"     3.4";"   114.9";"    97.7";"    17.2";"   59916";"   50929";"    8987";"    1918"
"1286";"A028273";"A044273";"2009JJ00";"    92.7";"    89.5";"     3.1";"   104.7";"    89.5";"    15.2";"   55130";"   47136";"    7994";"    1900"
"1287";"A028273";"A044273";"2010JJ00";"    86.2";"    83.5";"     2.8";"    96.3";"    83.5";"    12.9";"   52674";"   45633";"    7041";"    1829"
"1288";"A028273";"A044273";"2011JJ00";"    78.4";"    75.8";"     2.6";"    88.6";"    75.8";"    12.9";"   49574";"   42384";"    7190";"    1787"
"1289";"A028273";"A044273";"2012JJ00";"    68.0";"    65.8";"     2.2";"    76.1";"    65.8";"    10.3";"   45812";"   39614";"    6198";"    1661"
"1290";"A028273";"A044273";"2013JJ00";"    52.3";"    49.9";"     2.3";"    61.3";"    49.9";"    11.3";"   40153";"   32725";"    7428";"    1526"
"1291";"A028273";"A044273";"2014JJ00";"    42.3";"    40.8";"     1.5";"    47.7";"    40.8";"     6.9";"   36352";"   31081";"    5271";"    1313"
"1292";"A028273";"A044273";"2015JJ00";"    32.5";"    30.9";"     1.6";"    37.2";"    30.9";"     6.3";"   32471";"   26983";"    5488";"    1147"
"1293";"A028273";"A044273";"2016JJ00";"    27.1";"    26.2";"     0.9";"    29.3";"    26.2";"     3.0";"   29426";"   26366";"    3060";"     994"
"1294";"A028273";"A044273";"2017JJ00";"    21.4";"    20.9";"     0.6";"    22.6";"    20.9";"     1.8";"   25537";"   23520";"    2017";"     887"
"1295";"A028273";"A044273";"2018JJ00";"    15.2";"    14.3";"     0.8";"    17.1";"    14.3";"     2.7";"   21937";"   18406";"    3532";"     778"
"1296";"A028273";"A044274";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1297";"A028273";"A044274";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1298";"A028273";"A044274";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1299";"A028273";"A044274";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1300";"A028273";"A044274";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1301";"A028273";"A044274";"2006JJ00";"    69.1";"    67.1";"     2.0";"    78.0";"    67.1";"    10.9";"   29902";"   25716";"    4186";"    2610"
"1302";"A028273";"A044274";"2007JJ00";"   144.9";"   138.6";"     6.3";"   171.2";"   138.6";"    32.5";"   62686";"   50775";"   11910";"    2730"
"1303";"A028273";"A044274";"2008JJ00";"   146.9";"   141.5";"     5.4";"   168.5";"   141.5";"    27.0";"   62138";"   52196";"    9942";"    2711"
"1304";"A028273";"A044274";"2009JJ00";"   140.9";"   136.3";"     4.6";"   158.4";"   136.3";"    22.2";"   58880";"   50637";"    8243";"    2691"
"1305";"A028273";"A044274";"2010JJ00";"   132.2";"   127.0";"     5.2";"   151.4";"   127.0";"    24.3";"   57429";"   48202";"    9227";"    2636"
"1306";"A028273";"A044274";"2011JJ00";"   128.3";"   123.7";"     4.6";"   146.1";"   123.7";"    22.4";"   56568";"   47879";"    8689";"    2584"
"1307";"A028273";"A044274";"2012JJ00";"   115.4";"   111.0";"     4.5";"   131.9";"   111.0";"    20.9";"   52482";"   44158";"    8325";"    2513"
"1308";"A028273";"A044274";"2013JJ00";"    95.3";"    90.6";"     4.8";"   113.6";"    90.6";"    23.1";"   47361";"   37747";"    9614";"    2399"
"1309";"A028273";"A044274";"2014JJ00";"    79.9";"    75.8";"     4.1";"    94.8";"    75.8";"    19.0";"   43451";"   34761";"    8690";"    2182"
"1310";"A028273";"A044274";"2015JJ00";"    69.4";"    67.1";"     2.2";"    76.1";"    67.1";"     9.0";"   38584";"   34031";"    4553";"    1973"
"1311";"A028273";"A044274";"2016JJ00";"    56.8";"    55.0";"     1.9";"    61.3";"    55.0";"     6.4";"   35249";"   31583";"    3666";"    1740"
"1312";"A028273";"A044274";"2017JJ00";"    45.0";"    43.8";"     1.2";"    47.6";"    43.8";"     3.8";"   30621";"   28202";"    2419";"    1555"
"1313";"A028273";"A044274";"2018JJ00";"    31.3";"    29.6";"     1.7";"    35.2";"    29.6";"     5.7";"   25538";"   21427";"    4112";"    1380"
"1314";"A028273";"A044275";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1315";"A028273";"A044275";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1316";"A028273";"A044275";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1317";"A028273";"A044275";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1318";"A028273";"A044275";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1319";"A028273";"A044275";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1320";"A028273";"A044275";"2007JJ00";"    54.6";"    52.2";"     2.4";"    64.5";"    52.2";"    12.3";"   27473";"   22253";"    5220";"    2347"
"1321";"A028273";"A044275";"2008JJ00";"   114.1";"   109.6";"     4.5";"   132.1";"   109.6";"    22.5";"   58239";"   48338";"    9901";"    2268"
"1322";"A028273";"A044275";"2009JJ00";"   113.5";"   109.8";"     3.7";"   127.7";"   109.8";"    17.9";"   56527";"   48613";"    7914";"    2259"
"1323";"A028273";"A044275";"2010JJ00";"   111.6";"   107.2";"     4.3";"   127.5";"   107.2";"    20.2";"   56201";"   47276";"    8925";"    2268"
"1324";"A028273";"A044275";"2011JJ00";"   107.7";"   103.6";"     4.2";"   124.1";"   103.6";"    20.5";"   55522";"   46340";"    9182";"    2235"
"1325";"A028273";"A044275";"2012JJ00";"   105.7";"   102.4";"     3.3";"   117.9";"   102.4";"    15.6";"   53072";"   46075";"    6997";"    2222"
"1326";"A028273";"A044275";"2013JJ00";"    95.1";"    91.3";"     3.8";"   109.9";"    91.3";"    18.6";"   49999";"   41549";"    8450";"    2197"
"1327";"A028273";"A044275";"2014JJ00";"    87.2";"    84.4";"     2.8";"    97.5";"    84.4";"    13.1";"   45920";"   39767";"    6153";"    2123"
"1328";"A028273";"A044275";"2015JJ00";"    75.0";"    71.8";"     3.2";"    84.7";"    71.8";"    12.9";"   42528";"   36063";"    6464";"    1992"
"1329";"A028273";"A044275";"2016JJ00";"    64.4";"    61.1";"     3.2";"    72.3";"    61.1";"    11.1";"   38789";"   32815";"    5973";"    1863"
"1330";"A028273";"A044275";"2017JJ00";"    53.0";"    51.6";"     1.4";"    56.1";"    51.6";"     4.4";"   33833";"   31160";"    2673";"    1657"
"1331";"A028273";"A044275";"2018JJ00";"    37.1";"    35.0";"     2.1";"    41.7";"    35.0";"     6.7";"   27615";"   23169";"    4446";"    1511"
"1332";"A028273";"A044276";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1333";"A028273";"A044276";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1334";"A028273";"A044276";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1335";"A028273";"A044276";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1336";"A028273";"A044276";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1337";"A028273";"A044276";"2006JJ00";"";"";"";"";"";"";"";"";"";""
